target_pref_name,target_chembl_id,accession,TDL
Phosphoethanolamine/phosphocholine phosphatase,CHEMBL6113,Q8TCT1,Tchem
Phosphoglycerate mutase 1,CHEMBL3334418,P18669,Tbio
Phospholipase A2 group 1B,CHEMBL4426,P04054,Tchem
Phospholipase A2 group IIA,CHEMBL3474,P14555,Tchem
Phospholipase A2 group IIC,CHEMBL2097,Q5R387,Tchem
Phospholipase A2 group V,CHEMBL4323,P39877,Tchem
Phospholipase C-gamma-1,CHEMBL3964,P19174,Tchem
Phospholipase D1,CHEMBL2536,Q13393,Tchem
Phospholipase D2,CHEMBL2734,O14939,Tchem
Phosphomannomutase 2,CHEMBL1741162,O15305,Tchem
Phosphorylase kinase gamma subunit 1,CHEMBL4004,Q16816,Tchem
Phosphorylase kinase gamma subunit 2,CHEMBL2349,P15735,Tchem
Photoreceptor-specific nuclear receptor,CHEMBL4374,Q9Y5X4,Tbio
Placenta growth factor,CHEMBL1697671,P49763,Tclin
Plasma kallikrein,CHEMBL2000,P03952,Tclin
Plasma retinol-binding protein,CHEMBL3100,P02753,Tchem
Plasminogen,CHEMBL1801,P00747,Tclin
Plasminogen activator inhibitor-1,CHEMBL3475,P05121,Tchem
Platelet activating factor receptor,CHEMBL250,P25105,Tchem
Platelet-activating factor acetylhydrolase IB beta subunit,CHEMBL4463,P68402,Tchem
Platelet-derived growth factor receptor alpha,CHEMBL2007,P16234,Tclin
Platelet-derived growth factor receptor beta,CHEMBL1913,P09619,Tclin
Platelet-derived growth factor subunit A,CHEMBL3137294,P04085,Tchem
Platelet-derived growth factor subunit B,CHEMBL3108633,P01127,Tchem
Pleckstrin homology domain-containing family A member 1,CHEMBL3763005,Q9HB21,Tbio
Poly [ADP-ribose] polymerase 10,CHEMBL2429708,Q53GL7,Tchem
Poly [ADP-ribose] polymerase 14,CHEMBL2176777,Q460N5,Tbio
Poly [ADP-ribose] polymerase 15,CHEMBL2176778,Q460N3,Tbio
Poly [ADP-ribose] polymerase 2,CHEMBL5366,Q9UGN5,Tclin
Poly [ADP-ribose] polymerase 3,CHEMBL5083,Q9Y6F1,Tclin
Poly [ADP-ribose] polymerase 4,CHEMBL6142,Q9UKK3,Tchem
Poly [ADP-ribose] polymerase 6,CHEMBL2380187,Q2NL67,Tchem
Poly [ADP-ribose] polymerase-1,CHEMBL3105,P09874,Tclin
Poly(A)-specific ribonuclease PARN,CHEMBL3616362,O95453,Tbio
Polycomb protein EED,CHEMBL2189117,O75530,Tchem
Porphobilinogen synthase,CHEMBL3126,P13716,Tbio
Potassium channel subfamily K member 10,CHEMBL2331041,P57789,Tclin
Potassium channel subfamily K member 2,CHEMBL2321615,O95069,Tclin
Potassium channel subfamily K member 3,CHEMBL2321613,O14649,Tclin
Potassium channel subfamily K member 4,CHEMBL3714486,Q9NYG8,Tbio
Potassium channel subfamily K member 9,CHEMBL2321614,Q9NPC2,Tclin
"Potassium channel, inwardly rectifying, subfamily J, member 11",CHEMBL1886,Q14654,Tclin
Potassium voltage-gated channel subfamily B member 1,CHEMBL2363000,Q14721,Tclin
Potassium voltage-gated channel subfamily B member 2,CHEMBL2321618,Q92953,Tclin
Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,CHEMBL1795171,O60741,Tclin
Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,CHEMBL1795172,Q9UL51,Tclin
Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,CHEMBL1795173,Q9P1Z3,Tclin
Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,CHEMBL1250417,Q9Y3Q4,Tclin
Pregnane X receptor,CHEMBL3401,O75469,Tchem
Prenyl protein specific protease,CHEMBL3411,Q9Y256,Tchem
Presenilin 1,CHEMBL2473,P49768,Tchem
Presenilin 2,CHEMBL3708,P49810,Tchem
"Presequence protease, mitochondrial",CHEMBL3124731,Q5JRX3,Tchem
Probable DNA dC->dU-editing enzyme APOBEC-3A,CHEMBL1741179,P31941,Tbio
Probable G-protein coupled receptor 139,CHEMBL3632455,Q6DWJ6,Tchem
Probable G-protein coupled receptor 142,CHEMBL2069161,Q7Z601,Tchem
Probable G-protein coupled receptor 174,CHEMBL3562167,Q9BXC1,Tchem
Probable G-protein coupled receptor 34,CHEMBL3562165,Q9UPC5,Tchem
Probable G-protein coupled receptor 52,CHEMBL3297639,Q9Y2T5,Tchem
Probable G-protein coupled receptor 88,CHEMBL3399910,Q9GZN0,Tchem
Probable JmjC domain-containing histone demethylation protein 2C,CHEMBL3792271,Q15652,Tbio
Probable global transcription activator SNF2L2,CHEMBL2362979,P51531,Tchem
Probable protein-cysteine N-palmitoyltransferase porcupine,CHEMBL1255163,Q9H237,Tchem
Probable ubiquitin carboxyl-terminal hydrolase FAF-X,CHEMBL2406899,Q93008,Tbio
Progesterone receptor,CHEMBL208,P06401,Tclin
Programmed cell death 1 ligand 1,CHEMBL3580522,Q9NZQ7,Tclin
Programmed cell death protein 4,CHEMBL1781868,Q53EL6,Tchem
Prohormone convertase 1,CHEMBL3182,P29120,Tchem
Prohormone convertase 2,CHEMBL2433,P16519,Tchem
Prokineticin receptor 1,CHEMBL5649,Q8TCW9,Tchem
Proliferating cell nuclear antigen,CHEMBL2346488,P12004,Tchem
Proline-rich AKT1 substrate 1,CHEMBL1255161,Q96B36,Tchem
Prolyl 4-hydroxylase subunit alpha-1,CHEMBL1250350,P13674,Tchem
Prolyl endopeptidase,CHEMBL3202,P48147,Tchem
Prostaglandin E synthase,CHEMBL5658,O14684,Tchem
Prostaglandin E synthase 2,CHEMBL4411,Q9H7Z7,Tchem
Prostanoid DP receptor,CHEMBL4427,Q13258,Tclin
Prostanoid EP1 receptor,CHEMBL1811,P34995,Tclin
Prostanoid EP2 receptor,CHEMBL1881,P43116,Tclin
Prostanoid EP3 receptor,CHEMBL3710,P43115,Tclin
Prostanoid EP4 receptor,CHEMBL1836,P35408,Tclin
Prostanoid FP receptor,CHEMBL1987,P43088,Tclin
Prostanoid IP receptor,CHEMBL1995,P43119,Tclin
Prostasin,CHEMBL5610,Q16651,Tchem
Prostate specific antigen,CHEMBL2099,P07288,Tchem
Prostatic acid phosphatase,CHEMBL2633,P15309,Tchem
Proteasome Macropain subunit,CHEMBL3492,P49721,Tclin
Proteasome Macropain subunit MB1,CHEMBL4662,P28074,Tclin
Proteasome component C5,CHEMBL4208,P20618,Tclin
Proteasome subunit beta type-10,CHEMBL3317334,P40306,Tchem
Proteasome subunit beta type-8,CHEMBL5620,P28062,Tclin
Proteasome subunit beta type-9,CHEMBL1944495,P28065,Tchem
Protection of telomeres protein 1,CHEMBL5908,Q9NUX5,Tbio
Protein Mdm4,CHEMBL1255126,O15151,Tchem
Protein Wnt-3a,CHEMBL1255137,P56704,Tchem
Protein arginine N-methyltransferase 3,CHEMBL5891,O60678,Tchem
Protein arginine N-methyltransferase 5,CHEMBL1795116,O14744,Tchem
Protein arginine N-methyltransferase 6,CHEMBL1275221,Q96LA8,Tchem
Protein arginine N-methyltransferase 7,CHEMBL3562175,Q9NVM4,Tchem
Protein arginine N-methyltransferase 8,CHEMBL3108648,Q9NR22,Tchem
Protein cereblon,CHEMBL3763008,Q96SW2,Tclin
Protein delta homolog 1,CHEMBL5671,P80370,Tchem
Protein kinase C alpha,CHEMBL299,P17252,Tchem
Protein kinase C beta,CHEMBL3045,P05771,Tchem
Protein kinase C delta,CHEMBL2996,Q05655,Tclin
Protein kinase C epsilon,CHEMBL3582,Q02156,Tchem
Protein kinase C eta,CHEMBL3616,P24723,Tchem
Protein kinase C gamma,CHEMBL2938,P05129,Tchem
Protein kinase C iota,CHEMBL2598,P41743,Tchem
Protein kinase C mu,CHEMBL3863,Q15139,Tchem
Protein kinase C nu,CHEMBL2595,O94806,Tchem
Protein kinase C theta,CHEMBL3920,Q04759,Tchem
Protein kinase C zeta,CHEMBL3438,Q05513,Tchem
Protein kinase N1,CHEMBL3384,Q16512,Tchem
Protein kinase N2,CHEMBL3032,Q16513,Tchem
Protein max,CHEMBL1250363,P61244,Tbio
Protein phosphatase 1D,CHEMBL1938224,O15297,Tchem
Protein phosphatase 1G,CHEMBL3351199,O15355,Tbio
Protein phosphatase 2C alpha,CHEMBL2437,P35813,Tchem
Protein phosphatase methylesterase 1,CHEMBL1293320,Q9Y570,Tchem
Protein polybromo-1,CHEMBL1795184,Q86U86,Tchem
Protein prune homolog,CHEMBL2079850,Q86TP1,Tchem
Protein tyrosine kinase 2 beta,CHEMBL5469,Q14289,Tchem
Protein tyrosine phosphatase type IVA 1,CHEMBL1075169,Q93096,Tchem
Protein tyrosine phosphatase type IVA 2,CHEMBL1075105,Q12974,Tchem
Protein-arginine N-methyltransferase 1,CHEMBL5524,Q99873,Tchem
Protein-arginine deiminase type-1,CHEMBL1909486,Q9ULC6,Tchem
Protein-arginine deiminase type-2,CHEMBL1909487,Q9Y2J8,Tchem
Protein-arginine deiminase type-3,CHEMBL1909488,Q9ULW8,Tchem
Protein-arginine deiminase type-4,CHEMBL6111,Q9UM07,Tchem
Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,P21980,Tchem
Protein-glutamine gamma-glutamyltransferase 6,CHEMBL2079852,O95932,Tchem
Protein-glutamine gamma-glutamyltransferase K,CHEMBL2810,P22735,Tchem
Protein-glutamine glutamyltransferase E,CHEMBL3363,Q08188,Tchem
Protein-tyrosine phosphatase 1B,CHEMBL335,P18031,Tchem
Protein-tyrosine phosphatase 1C,CHEMBL3166,P29350,Tchem
Protein-tyrosine phosphatase 1E,CHEMBL2976,Q12923,Tchem
Protein-tyrosine phosphatase 2C,CHEMBL3864,Q06124,Tchem
Protein-tyrosine phosphatase 4A3,CHEMBL4162,O75365,Tchem
Protein-tyrosine phosphatase G1,CHEMBL3236,Q05209,Tchem
Protein-tyrosine phosphatase LC-PTP,CHEMBL2219,P35236,Tchem
Proteinase activated receptor 4,CHEMBL4691,Q96RI0,Tchem
Proteinase-activated receptor 1,CHEMBL3974,P25116,Tclin
Proteinase-activated receptor 2,CHEMBL5963,P55085,Tchem
Proto-oncogene c-JUN,CHEMBL4977,P05412,Tchem
Proto-oncogene protein Wnt-3,CHEMBL6079,P56703,Tchem
Proto-oncogene tyrosine-protein kinase MER,CHEMBL5331,Q12866,Tchem
Proto-oncogene tyrosine-protein kinase ROS,CHEMBL5568,P08922,Tchem
Proto-oncogene vav,CHEMBL3259472,P15498,Tchem
Proton-coupled folate transporter,CHEMBL1795188,Q96NT5,Tchem
Protoporphyrinogen oxidase,CHEMBL1926488,P50336,Tchem
Purine nucleoside phosphorylase,CHEMBL4338,P00491,Tclin
Purinergic receptor P2Y1,CHEMBL4315,P47900,Tchem
Purinergic receptor P2Y11,CHEMBL4867,Q96G91,Tchem
Purinergic receptor P2Y12,CHEMBL2001,Q9H244,Tclin
Purinergic receptor P2Y14,CHEMBL4518,Q15391,Tchem
Purinergic receptor P2Y2,CHEMBL4398,P41231,Tclin
Puromycin-sensitive aminopeptidase,CHEMBL2264,P55786,Tchem
Putative N-acetylglucosamine-6-phosphate deacetylase,CHEMBL3217376,Q9Y303,Tchem
Putative P2Y purinoceptor 10,CHEMBL3562166,O00398,Tchem
Putative uncharacterized serine/threonine-protein kinase SgK110,CHEMBL5116,P0C264,Tchem
Pyrimidinergic receptor P2Y4,CHEMBL2123,P51582,Tchem
Pyrimidinergic receptor P2Y6,CHEMBL4714,Q15077,Tchem
Pyroglutamylated RFamide peptide receptor,CHEMBL5852,Q96P65,Tchem
Pyruvate dehydrogenase kinase isoform 1,CHEMBL4766,Q15118,Tchem
Pyruvate dehydrogenase kinase isoform 2,CHEMBL3861,Q15119,Tchem
Pyruvate dehydrogenase kinase isoform 3,CHEMBL3893,Q15120,Tchem
Pyruvate dehydrogenase kinase isoform 4,CHEMBL4141,Q16654,Tchem
Pyruvate kinase isozymes M1/M2,CHEMBL1075189,P14618,Tchem
Pyruvate kinase isozymes R/L,CHEMBL1075126,P30613,Tbio
Quinone reductase 1),CHEMBL3623,P15559,Tchem
Quinone reductase 2,CHEMBL3959,P16083,Tchem
RAS guanyl releasing protein 3,CHEMBL3638,Q8IV61,Tchem
RAS guanyl-releasing protein 1,CHEMBL5953,O95267,Tchem
RNA polymerase II subunit A C-terminal domain phosphatase SSU72,CHEMBL3317331,Q9NP77,Tbio
RNase L,CHEMBL3575,Q05823,Tchem
Rap guanine nucleotide exchange factor 3,CHEMBL2029197,O95398,Tchem
Rap guanine nucleotide exchange factor 4,CHEMBL2029198,Q8WZA2,Tchem
Ras-related C3 botulinum toxin substrate 1,CHEMBL6094,P63000,Tbio
Receptor protein-tyrosine kinase erbB-2,CHEMBL1824,P04626,Tclin
Receptor protein-tyrosine kinase erbB-4,CHEMBL3009,Q15303,Tclin
Receptor tyrosine-protein kinase erbB-3,CHEMBL5838,P21860,Tchem
Receptor-interacting serine/threonine-protein kinase 1,CHEMBL5464,Q13546,Tchem
Receptor-interacting serine/threonine-protein kinase 3,CHEMBL1795199,Q9Y572,Tchem
Receptor-interacting serine/threonine-protein kinase 4,CHEMBL6083,P57078,Tchem
Receptor-type tyrosine-protein phosphatase F (LAR),CHEMBL3521,P10586,Tchem
Receptor-type tyrosine-protein phosphatase R,CHEMBL3425390,Q15256,Tbio
Receptor-type tyrosine-protein phosphatase S,CHEMBL2396508,Q13332,Tchem
Receptor-type tyrosine-protein phosphatase alpha,CHEMBL3918,P18433,Tchem
Receptor-type tyrosine-protein phosphatase beta,CHEMBL2706,P23467,Tchem
Receptor-type tyrosine-protein phosphatase eta,CHEMBL3692,Q12913,Tbio
Receptor-type tyrosine-protein phosphatase gamma,CHEMBL4905,P23470,Tchem
Receptor-type tyrosine-protein phosphatase mu,CHEMBL4661,P28827,Tchem
Regulator of G-protein signaling 16,CHEMBL3707469,O15492,Tbio
Regulator of G-protein signaling 19,CHEMBL3707468,P49795,Tchem
Regulator of G-protein signaling 8,CHEMBL2034803,P57771,Tchem
Renin,CHEMBL286,P00797,Tclin
Replication protein A 70 kDa DNA-binding subunit,CHEMBL1764940,P27694,Tchem
Retinoblastoma-associated protein,CHEMBL5288,P06400,Tchem
Retinoic acid receptor alpha,CHEMBL2055,P10276,Tclin
Retinoic acid receptor beta,CHEMBL2008,P10826,Tclin
Retinoic acid receptor gamma,CHEMBL2003,P13631,Tclin
Retinoid X receptor alpha,CHEMBL2061,P19793,Tclin
Retinoid X receptor beta,CHEMBL1870,P28702,Tclin
Retinoid X receptor gamma,CHEMBL2004,P48443,Tclin
Rho GDP-dissociation inhibitor 1,CHEMBL3638327,P52565,Tchem
Rho-associated protein kinase 1,CHEMBL3231,Q13464,Tclin
Rho-associated protein kinase 2,CHEMBL2973,O75116,Tclin
Rhodopsin kinase,CHEMBL5607,Q15835,Tchem
Ribonuclease H1,CHEMBL5893,O60930,Tchem
Ribonucleoside-diphosphate reductase M1 chain,CHEMBL1830,P23921,Tclin
Ribosomal protein S6 kinase 1,CHEMBL4501,P23443,Tchem
Ribosomal protein S6 kinase alpha 1,CHEMBL2553,Q15418,Tchem
Ribosomal protein S6 kinase alpha 2,CHEMBL3906,Q15349,Tchem
Ribosomal protein S6 kinase alpha 3,CHEMBL2345,P51812,Tchem
Ribosomal protein S6 kinase alpha 4,CHEMBL3125,O75676,Tchem
Ribosomal protein S6 kinase alpha 5,CHEMBL4237,O75582,Tchem
Ribosomal protein S6 kinase alpha 6,CHEMBL4924,Q9UK32,Tchem
RuvB-like 1,CHEMBL3259467,Q9Y265,Tbio
S-100 protein beta chain,CHEMBL4300,P04271,Tchem
S-adenosylmethionine decarboxylase 1,CHEMBL4181,P17707,Tchem
S-methyl-5-thioadenosine phosphorylase,CHEMBL4941,Q13126,Tchem
S-methylmethionine--homocysteine S-methyltransferase BHMT2,CHEMBL2163167,Q9H2M3,Tchem
SH2 domain-containing protein 1A,CHEMBL2321636,O60880,Tbio
SNF-related serine/threonine-protein kinase,CHEMBL1908384,Q9NRH2,Tbio
SPRY domain-containing SOCS box protein 2,CHEMBL3325308,Q99619,Tbio
SPS1/STE20-related protein kinase YSK4,CHEMBL6191,Q56UN5,Tchem
STE20/SPS1-related proline-alanine-rich protein kinase,CHEMBL1163108,Q9UEW8,Tbio
SUMO-activating enzyme subunit 1,CHEMBL1615388,Q9UBE0,Tbio
SUMO-conjugating enzyme UBC9,CHEMBL1741191,P63279,Tbio
Salivary alpha-amylase,CHEMBL2478,P04745,Tchem
Scavenger receptor class B member 1,CHEMBL1914272,Q8WTV0,Tchem
Secreted frizzled-related protein 1,CHEMBL5517,Q8N474,Tchem
Segment polarity protein dishevelled homolog DVL-1,CHEMBL6027,O14640,Tchem
Segment polarity protein dishevelled homolog DVL-3,CHEMBL6028,Q92997,Tbio
Selectin E,CHEMBL3890,P16581,Tchem
Sentrin-specific protease 1,CHEMBL1909484,Q9P0U3,Tchem
Sentrin-specific protease 2,CHEMBL2176776,Q9HC62,Tbio
"Serine hydroxymethyltransferase, cytosolic",CHEMBL1772927,P34896,Tbio
Serine palmitoyltransferase 1,CHEMBL1250343,O15269,Tchem
Serine palmitoyltransferase 2,CHEMBL1250344,O15270,Tchem
Serine protease hepsin,CHEMBL2079849,P05981,Tchem
Serine racemase,CHEMBL4460,Q9GZT4,Tbio
Serine-protein kinase ATM,CHEMBL3797,Q13315,Tchem
Serine-protein kinase ATR,CHEMBL5024,Q13535,Tchem
Serine/threonine protein kinase NLK,CHEMBL5364,Q9UBE8,Tchem
Serine/threonine-protein kinase 10,CHEMBL3981,O94804,Tchem
Serine/threonine-protein kinase 11,CHEMBL5606,Q15831,Tchem
Serine/threonine-protein kinase 16,CHEMBL3938,O75716,Tchem
Serine/threonine-protein kinase 17A,CHEMBL4525,Q9UEE5,Tchem
Serine/threonine-protein kinase 17B,CHEMBL3980,O94768,Tchem
Serine/threonine-protein kinase 2,CHEMBL4202,Q9H2G2,Tchem
Serine/threonine-protein kinase 24,CHEMBL5082,Q9Y6E0,Tchem
Serine/threonine-protein kinase 25,CHEMBL5552,O00506,Tchem
Serine/threonine-protein kinase 32A,CHEMBL6150,Q8WU08,Tchem
Serine/threonine-protein kinase 32B,CHEMBL5912,Q9NY57,Tchem
Serine/threonine-protein kinase 32C,CHEMBL5405,Q86UX6,Tbio
Serine/threonine-protein kinase 33,CHEMBL6005,Q9BYT3,Tchem
Serine/threonine-protein kinase 35,CHEMBL5651,Q8TDR2,Tchem
Serine/threonine-protein kinase 36,CHEMBL4312,Q9NRP7,Tbio
Serine/threonine-protein kinase 38,CHEMBL1075155,Q15208,Tbio
Serine/threonine-protein kinase 38-like,CHEMBL4851,Q9Y2H1,Tchem
Serine/threonine-protein kinase A-Raf,CHEMBL1169596,P10398,Tchem
Serine/threonine-protein kinase AKT,CHEMBL4282,P31749,Tchem
Serine/threonine-protein kinase AKT2,CHEMBL2431,P31751,Tchem
Serine/threonine-protein kinase AKT3,CHEMBL4816,Q9Y243,Tchem
Serine/threonine-protein kinase Aurora-A,CHEMBL4722,O14965,Tchem
Serine/threonine-protein kinase Aurora-B,CHEMBL2185,Q96GD4,Tchem
Serine/threonine-protein kinase Aurora-C,CHEMBL3935,Q9UQB9,Tchem
Serine/threonine-protein kinase B-raf,CHEMBL5145,P15056,Tclin
Serine/threonine-protein kinase Chk1,CHEMBL4630,O14757,Tchem
Serine/threonine-protein kinase Chk2,CHEMBL2527,O96017,Tchem
Serine/threonine-protein kinase D2,CHEMBL4900,Q9BZL6,Tchem
Serine/threonine-protein kinase DCLK1,CHEMBL5683,O15075,Tchem
Serine/threonine-protein kinase DCLK2,CHEMBL5519,Q8N568,Tchem
Serine/threonine-protein kinase DCLK3,CHEMBL6123,Q9C098,Tchem
Serine/threonine-protein kinase EEF2K,CHEMBL5026,O00418,Tchem
Serine/threonine-protein kinase GAK,CHEMBL4355,O14976,Tchem
Serine/threonine-protein kinase ICK,CHEMBL1163126,Q9UPZ9,Tchem
Serine/threonine-protein kinase ILK-1,CHEMBL5247,Q13418,Tchem
Serine/threonine-protein kinase LATS1,CHEMBL6167,O95835,Tbio
Serine/threonine-protein kinase LATS2,CHEMBL5907,Q9NRM7,Tchem
Serine/threonine-protein kinase MAK,CHEMBL1163106,P20794,Tchem
Serine/threonine-protein kinase MARK1,CHEMBL5940,Q9P0L2,Tchem
Serine/threonine-protein kinase MRCK beta,CHEMBL5052,Q9Y5S2,Tbio
Serine/threonine-protein kinase MRCK gamma,CHEMBL5615,Q6DT37,Tbio
Serine/threonine-protein kinase MRCK-A,CHEMBL4516,Q5VT25,Tchem
Serine/threonine-protein kinase MST1,CHEMBL4598,Q13043,Tchem
Serine/threonine-protein kinase MST2,CHEMBL4708,Q13188,Tchem
Serine/threonine-protein kinase MST4,CHEMBL5941,Q9P289,Tchem
Serine/threonine-protein kinase NEK2,CHEMBL3835,P51955,Tchem
Serine/threonine-protein kinase NEK6,CHEMBL4309,Q9HC98,Tchem
Serine/threonine-protein kinase NEK7,CHEMBL4849,Q8TDX7,Tchem
Serine/threonine-protein kinase NEK9,CHEMBL5257,Q8TD19,Tchem
Serine/threonine-protein kinase NIM1,CHEMBL3542,Q8IY84,Tchem
Serine/threonine-protein kinase Nek1,CHEMBL5855,Q96PY6,Tchem
Serine/threonine-protein kinase Nek11,CHEMBL5638,Q8NG66,Tchem
Serine/threonine-protein kinase Nek3,CHEMBL5679,P51956,Tchem
Serine/threonine-protein kinase Nek4,CHEMBL5819,P51957,Tbio
Serine/threonine-protein kinase Nek5,CHEMBL5044,Q6P3R8,Tchem
Serine/threonine-protein kinase OSR1,CHEMBL1163104,O95747,Tbio
Serine/threonine-protein kinase PAK 1,CHEMBL4600,Q13153,Tchem
Serine/threonine-protein kinase PAK 2,CHEMBL4487,Q13177,Tchem
Serine/threonine-protein kinase PAK 3,CHEMBL2999,O75914,Tchem
Serine/threonine-protein kinase PAK 4,CHEMBL4482,O96013,Tchem
Serine/threonine-protein kinase PAK6,CHEMBL4311,Q9NQU5,Tchem
Serine/threonine-protein kinase PAK7,CHEMBL4524,Q9P286,Tchem
Serine/threonine-protein kinase PCTAIRE-1,CHEMBL4597,Q00536,Tchem
Serine/threonine-protein kinase PCTAIRE-2,CHEMBL5790,Q00537,Tchem
Serine/threonine-protein kinase PCTAIRE-3,CHEMBL5316,Q07002,Tchem
Serine/threonine-protein kinase PFTAIRE-1,CHEMBL6162,O94921,Tchem
Serine/threonine-protein kinase PFTAIRE-2,CHEMBL5856,Q96Q40,Tchem
Serine/threonine-protein kinase PIM1,CHEMBL2147,P11309,Tchem
Serine/threonine-protein kinase PIM2,CHEMBL4523,Q9P1W9,Tchem
Serine/threonine-protein kinase PIM3,CHEMBL5407,Q86V86,Tchem
Serine/threonine-protein kinase PLK1,CHEMBL3024,P53350,Tchem
Serine/threonine-protein kinase PLK2,CHEMBL5938,Q9NYY3,Tchem
Serine/threonine-protein kinase PLK3,CHEMBL4897,Q9H4B4,Tchem
Serine/threonine-protein kinase PLK4,CHEMBL3788,O00444,Tchem
Serine/threonine-protein kinase PRKX,CHEMBL5818,P51817,Tchem
Serine/threonine-protein kinase PRP4 homolog,CHEMBL1908382,Q13523,Tchem
Serine/threonine-protein kinase RAF,CHEMBL1906,P04049,Tclin
Serine/threonine-protein kinase RIO1,CHEMBL5975,Q9BRS2,Tchem
Serine/threonine-protein kinase RIO2,CHEMBL6000,Q9BVS4,Tbio
Serine/threonine-protein kinase RIO3,CHEMBL5659,O14730,Tchem
Serine/threonine-protein kinase RIPK2,CHEMBL5014,O43353,Tchem
Serine/threonine-protein kinase SBK1,CHEMBL1163129,Q52WX2,Tchem
Serine/threonine-protein kinase SIK1,CHEMBL6082,P57059,Tchem
Serine/threonine-protein kinase SIK2,CHEMBL5699,Q9H0K1,Tchem
Serine/threonine-protein kinase SIK3,CHEMBL6149,Q9Y2K2,Tchem
Serine/threonine-protein kinase SMG1,CHEMBL1795195,Q96Q15,Tchem
Serine/threonine-protein kinase SRPK1,CHEMBL4375,Q96SB4,Tchem
Serine/threonine-protein kinase SRPK2,CHEMBL5668,P78362,Tchem
Serine/threonine-protein kinase SRPK3,CHEMBL5415,Q9UPE1,Tchem
Serine/threonine-protein kinase Sgk1,CHEMBL2343,O00141,Tchem
Serine/threonine-protein kinase Sgk2,CHEMBL5794,Q9HBY8,Tchem
Serine/threonine-protein kinase Sgk3,CHEMBL6186,Q96BR1,Tchem
Serine/threonine-protein kinase TAO1,CHEMBL5261,Q7L7X3,Tchem
Serine/threonine-protein kinase TAO2,CHEMBL1075195,Q9UL54,Tchem
Serine/threonine-protein kinase TAO3,CHEMBL5701,Q9H2K8,Tchem
Serine/threonine-protein kinase TBK1,CHEMBL5408,Q9UHD2,Tchem
Serine/threonine-protein kinase TNNI3K,CHEMBL5260,Q59H18,Tchem
Serine/threonine-protein kinase ULK1,CHEMBL6006,O75385,Tchem
Serine/threonine-protein kinase ULK2,CHEMBL5435,Q8IYT8,Tchem
Serine/threonine-protein kinase ULK3,CHEMBL5047,Q6PHR2,Tchem
Serine/threonine-protein kinase VRK2,CHEMBL1649059,Q86Y07,Tbio
Serine/threonine-protein kinase WEE1,CHEMBL5491,P30291,Tchem
Serine/threonine-protein kinase WNK3,CHEMBL6055,Q9BYP7,Tchem
Serine/threonine-protein kinase c-TAK1,CHEMBL5600,P27448,Tchem
Serine/threonine-protein kinase haspin,CHEMBL1075163,Q8TF76,Tchem
Serine/threonine-protein kinase mTOR,CHEMBL2842,P42345,Tclin
Serine/threonine-protein kinase receptor R3,CHEMBL5311,P37023,Tchem
Serine/threonine-protein kinase tousled-like 1,CHEMBL5388,Q9UKI8,Tchem
Serine/threonine-protein kinase tousled-like 2,CHEMBL5404,Q86UE8,Tchem
Serine/threonine-protein kinase/endoribonuclease IRE1,CHEMBL1163101,O75460,Tchem
Serotonin 1a (5-HT1a) receptor,CHEMBL214,P08908,Tclin
Serotonin 1b (5-HT1b) receptor,CHEMBL1898,P28222,Tclin
Serotonin 1d (5-HT1d) receptor,CHEMBL1983,P28221,Tclin
Serotonin 1e (5-HT1e) receptor,CHEMBL2182,P28566,Tchem
Serotonin 1f (5-HT1f) receptor,CHEMBL1805,P30939,Tchem
Serotonin 2a (5-HT2a) receptor,CHEMBL224,P28223,Tclin
Serotonin 2b (5-HT2b) receptor,CHEMBL1833,P41595,Tclin
Serotonin 2c (5-HT2c) receptor,CHEMBL225,P28335,Tclin
Serotonin 3a (5-HT3a) receptor,CHEMBL1899,P46098,Tclin
Serotonin 4 (5-HT4) receptor,CHEMBL1875,Q13639,Tclin
Serotonin 5a (5-HT5a) receptor,CHEMBL3426,P47898,Tchem
Serotonin 6 (5-HT6) receptor,CHEMBL3371,P50406,Tchem
Serotonin 7 (5-HT7) receptor,CHEMBL3155,P34969,Tclin
Serotonin transporter,CHEMBL228,P31645,Tclin
Serum albumin,CHEMBL3253,P02768,Tchem
Serum paraoxonase/arylesterase 1,CHEMBL3167,P27169,Tbio
Short transient receptor potential channel 3,CHEMBL2417348,Q13507,Tchem
Short transient receptor potential channel 6,CHEMBL2417347,Q9Y210,Tchem
Sialidase 1,CHEMBL2726,Q99519,Tbio
Sialidase 2,CHEMBL3200,Q9Y3R4,Tbio
Sialidase 3,CHEMBL3046,Q9UQ49,Tbio
Sialidase 4,CHEMBL4174,Q8WWR8,Tchem
Sigma opioid receptor,CHEMBL287,Q99720,Tclin
Signal transducer and activator of transcription 1-alpha/beta,CHEMBL6101,P42224,Tchem
Signal transducer and activator of transcription 3,CHEMBL4026,P40763,Tchem
Signal transducer and activator of transcription 5A,CHEMBL5403,P42229,Tchem
Signal transducer and activator of transcription 5B,CHEMBL5817,P51692,Tchem
Signal transducer and activator of transcription 6,CHEMBL5401,P42226,Tchem
